timestamp,agent_id,event_type,cultural_state,source_id,guild,narrative_coherence,strain_id
43,246,exposure,E,243,Scribes,0.4,RF-005
43,259,exposure,E,258,Iconoclastes,0.5916666666666667,PR-004
43,339,exposure,E,336,Anachorètes,0.4,RF-005
43,350,exposure,E,348,Colporteurs,0.5916666666666667,PR-004
43,396,exposure,E,415,Hérauts,0.4,MV-003
43,469,exposure,E,468,Colporteurs,0.5916666666666667,PR-004
43,500,exposure,E,499,Colporteurs,0.4,MV-003
43,769,exposure,E,541,Scribes,0.4,RF-005
43,550,exposure,E,549,Hérauts,0.4,RF-005
43,203,exposure,E,599,Colporteurs,0.5916666666666667,PR-004
43,699,exposure,E,697,Anachorètes,0.5916666666666667,PR-004
43,755,exposure,E,698,Iconoclastes,0.5916666666666667,PR-004
43,731,exposure,E,730,Iconoclastes,0.5916666666666667,PR-004
43,751,exposure,E,748,Colporteurs,0.4,RF-005
43,811,exposure,E,808,Colporteurs,0.5916666666666667,PR-004
43,711,exposure,E,856,Scribes,0.4,RF-005
43,879,exposure,E,877,Colporteurs,0.5916666666666667,PR-004
